Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
réduire,bilan du gouvernement*,Positive
restrictif*,bilan du gouvernement*,Positive
réticent,bilan du gouvernement*,Positive
rigide,bilan du gouvernement*,Positive
serré,bilan du gouvernement*,Positive
sévère,bilan du gouvernement*,Positive
structurel ,bilan du gouvernement*,Positive
tomber*,bilan du gouvernement*,Positive
troublant,bilan du gouvernement*,Positive
troublé*,bilan du gouvernement*,Positive
urgent*,bilan du gouvernement*,Positive
baisse,budget de l'état ,Positive
consolider,budget de l'état ,Positive
corrompre ,budget de l'état ,Positive
déséquilibre,budget de l'état ,Positive
déstabiliser,budget de l'état ,Positive
détériorer,budget de l'état ,Positive
difficile,budget de l'état ,Positive
diminuer,budget de l'état ,Positive
discipline*,budget de l'état ,Positive
échouer*,budget de l'état ,Positive
en difficulté,budget de l'état ,Positive
faible*,budget de l'état ,Positive
fragile,budget de l'état ,Positive
fraude*,budget de l'état ,Positive
inefficace,budget de l'état ,Positive
insoutenable,budget de l'état ,Positive
instable,budget de l'état ,Positive
insuffisant ,budget de l'état ,Positive
involontaire,budget de l'état ,Positive
irresponsable*,budget de l'état ,Positive
lent,budget de l'état ,Positive
maigre,budget de l'état ,Positive
négatif,budget de l'état ,Positive
petit*,budget de l'état ,Positive
pire*,budget de l'état ,Positive
problème*,budget de l'état ,Positive
réduire,budget de l'état ,Positive
restrictif*,budget de l'état ,Positive
réticent,budget de l'état ,Positive
rigide,budget de l'état ,Positive
serré,budget de l'état ,Positive
sévère,budget de l'état ,Positive
structurel ,budget de l'état ,Positive
tomber*,budget de l'état ,Positive
troublant,budget de l'état ,Positive
troublé*,budget de l'état ,Positive
urgent*,budget de l'état ,Positive
baisse,budget du gouvernement,Positive
consolider,budget du gouvernement,Positive
corrompre ,budget du gouvernement,Positive
déséquilibre,budget du gouvernement,Positive
déstabiliser,budget du gouvernement,Positive
détériorer,budget du gouvernement,Positive
difficile,budget du gouvernement,Positive
diminuer,budget du gouvernement,Positive
discipline*,budget du gouvernement,Positive
échouer*,budget du gouvernement,Positive
en difficulté,budget du gouvernement,Positive
faible*,budget du gouvernement,Positive
fragile,budget du gouvernement,Positive
fraude*,budget du gouvernement,Positive
inefficace,budget du gouvernement,Positive
insoutenable,budget du gouvernement,Positive
instable,budget du gouvernement,Positive
insuffisant ,budget du gouvernement,Positive
involontaire,budget du gouvernement,Positive
irresponsable*,budget du gouvernement,Positive
lent,budget du gouvernement,Positive
maigre,budget du gouvernement,Positive
négatif,budget du gouvernement,Positive
petit*,budget du gouvernement,Positive
pire*,budget du gouvernement,Positive
problème*,budget du gouvernement,Positive
réduire,budget du gouvernement,Positive
restrictif*,budget du gouvernement,Positive
réticent,budget du gouvernement,Positive
rigide,budget du gouvernement,Positive
serré,budget du gouvernement,Positive
sévère,budget du gouvernement,Positive
structurel ,budget du gouvernement,Positive
tomber*,budget du gouvernement,Positive
troublant,budget du gouvernement,Positive
troublé*,budget du gouvernement,Positive
urgent*,budget du gouvernement,Positive
baisse,demande étrangère,Positive
consolider,demande étrangère,Positive
corrompre ,demande étrangère,Positive
déséquilibre,demande étrangère,Positive
déstabiliser,demande étrangère,Positive
détériorer,demande étrangère,Positive
difficile,demande étrangère,Positive
diminuer,demande étrangère,Positive
discipline*,demande étrangère,Positive
échouer*,demande étrangère,Positive
en difficulté,demande étrangère,Positive
faible*,demande étrangère,Positive
fragile,demande étrangère,Positive
fraude*,demande étrangère,Positive
inefficace,demande étrangère,Positive
insoutenable,demande étrangère,Positive
instable,demande étrangère,Positive
insuffisant ,demande étrangère,Positive
involontaire,demande étrangère,Positive
irresponsable*,demande étrangère,Positive
lent,demande étrangère,Positive
maigre,demande étrangère,Positive
négatif,demande étrangère,Positive
petit*,demande étrangère,Positive
pire*,demande étrangère,Positive
problème*,demande étrangère,Positive
réduire,demande étrangère,Positive
restrictif*,demande étrangère,Positive
réticent,demande étrangère,Positive
rigide,demande étrangère,Positive
serré,demande étrangère,Positive
sévère,demande étrangère,Positive
structurel ,demande étrangère,Positive
tomber*,demande étrangère,Positive
troublant,demande étrangère,Positive
troublé*,demande étrangère,Positive
urgent*,demande étrangère,Positive
baisse,demande intérieure,Positive
consolider,demande intérieure,Positive
corrompre ,demande intérieure,Positive
déséquilibre,demande intérieure,Positive
déstabiliser,demande intérieure,Positive
détériorer,demande intérieure,Positive
difficile,demande intérieure,Positive
diminuer,demande intérieure,Positive
discipline*,demande intérieure,Positive
échouer*,demande intérieure,Positive
en difficulté,demande intérieure,Positive
faible*,demande intérieure,Positive
fragile,demande intérieure,Positive
fraude*,demande intérieure,Positive
inefficace,demande intérieure,Positive
insoutenable,demande intérieure,Positive
instable,demande intérieure,Positive
insuffisant ,demande intérieure,Positive
involontaire,demande intérieure,Positive
irresponsable*,demande intérieure,Positive
lent,demande intérieure,Positive
maigre,demande intérieure,Positive
négatif,demande intérieure,Positive
petit*,demande intérieure,Positive
pire*,demande intérieure,Positive
problème*,demande intérieure,Positive
réduire,demande intérieure,Positive
restrictif*,demande intérieure,Positive
réticent,demande intérieure,Positive
rigide,demande intérieure,Positive
serré,demande intérieure,Positive
sévère,demande intérieure,Positive
structurel ,demande intérieure,Positive
tomber*,demande intérieure,Positive
troublant,demande intérieure,Positive
troublé*,demande intérieure,Positive
urgent*,demande intérieure,Positive
baisse,dépenses publiques,Positive
consolider,dépenses publiques,Positive
corrompre ,dépenses publiques,Positive
déséquilibre,dépenses publiques,Positive
déstabiliser,dépenses publiques,Positive
détériorer,dépenses publiques,Positive
difficile,dépenses publiques,Positive
diminuer,dépenses publiques,Positive
discipline*,dépenses publiques,Positive
échouer*,dépenses publiques,Positive
en difficulté,dépenses publiques,Positive
faible*,dépenses publiques,Positive
fragile,dépenses publiques,Positive
fraude*,dépenses publiques,Positive
inefficace,dépenses publiques,Positive
insoutenable,dépenses publiques,Positive
instable,dépenses publiques,Positive
insuffisant ,dépenses publiques,Positive
involontaire,dépenses publiques,Positive
irresponsable*,dépenses publiques,Positive
lent,dépenses publiques,Positive
maigre,dépenses publiques,Positive
négatif,dépenses publiques,Positive
petit*,dépenses publiques,Positive
pire*,dépenses publiques,Positive
problème*,dépenses publiques,Positive
réduire,dépenses publiques,Positive
restrictif*,dépenses publiques,Positive
réticent,dépenses publiques,Positive
rigide,dépenses publiques,Positive
serré,dépenses publiques,Positive
sévère,dépenses publiques,Positive
structurel ,dépenses publiques,Positive
tomber*,dépenses publiques,Positive
troublant,dépenses publiques,Positive
troublé*,dépenses publiques,Positive
urgent*,dépenses publiques,Positive
baisse,employé*,Positive
consolider,employé*,Positive
corrompre ,employé*,Positive
déséquilibre,employé*,Positive
déstabiliser,employé*,Positive
détériorer,employé*,Positive
difficile,employé*,Positive
diminuer,employé*,Positive
discipline*,employé*,Positive
échouer*,employé*,Positive
en difficulté,employé*,Positive
faible*,employé*,Positive
fragile,employé*,Positive
fraude*,employé*,Positive
inefficace,employé*,Positive
insoutenable,employé*,Positive
instable,employé*,Positive
insuffisant ,employé*,Positive
involontaire,employé*,Positive
irresponsable*,employé*,Positive
lent,employé*,Positive
maigre,employé*,Positive
négatif,employé*,Positive
petit*,employé*,Positive
pire*,employé*,Positive
problème*,employé*,Positive
réduire,employé*,Positive
restrictif*,employé*,Positive
réticent,employé*,Positive
rigide,employé*,Positive
serré,employé*,Positive
sévère,employé*,Positive
structurel ,employé*,Positive
tomber*,employé*,Positive
troublant,employé*,Positive
troublé*,employé*,Positive
urgent*,employé*,Positive
baisse,employeur*,Positive
consolider,employeur*,Positive
corrompre ,employeur*,Positive
déséquilibre,employeur*,Positive
déstabiliser,employeur*,Positive
détériorer,employeur*,Positive
difficile,employeur*,Positive
diminuer,employeur*,Positive
discipline*,employeur*,Positive
échouer*,employeur*,Positive
en difficulté,employeur*,Positive
faible*,employeur*,Positive
fragile,employeur*,Positive
fraude*,employeur*,Positive
inefficace,employeur*,Positive
insoutenable,employeur*,Positive
instable,employeur*,Positive
insuffisant ,employeur*,Positive
involontaire,employeur*,Positive
irresponsable*,employeur*,Positive
lent,employeur*,Positive
maigre,employeur*,Positive
négatif,employeur*,Positive
petit*,employeur*,Positive
pire*,employeur*,Positive
problème*,employeur*,Positive
réduire,employeur*,Positive
restrictif*,employeur*,Positive
réticent,employeur*,Positive
rigide,employeur*,Positive
serré,employeur*,Positive
sévère,employeur*,Positive
structurel ,employeur*,Positive
tomber*,employeur*,Positive
troublant,employeur*,Positive
troublé*,employeur*,Positive
urgent*,employeur*,Positive
baisse,export*,Positive
consolider,export*,Positive
corrompre ,export*,Positive
déséquilibre,export*,Positive
déstabiliser,export*,Positive
détériorer,export*,Positive
difficile,export*,Positive
diminuer,export*,Positive
discipline*,export*,Positive
échouer*,export*,Positive
en difficulté,export*,Positive
faible*,export*,Positive
fragile,export*,Positive
fraude*,export*,Positive
inefficace,export*,Positive
insoutenable,export*,Positive
instable,export*,Positive
insuffisant ,export*,Positive
involontaire,export*,Positive
irresponsable*,export*,Positive
lent,export*,Positive
maigre,export*,Positive
négatif,export*,Positive
petit*,export*,Positive
pire*,export*,Positive
problème*,export*,Positive
réduire,export*,Positive
restrictif*,export*,Positive
réticent,export*,Positive
rigide,export*,Positive
serré,export*,Positive
sévère,export*,Positive
structurel ,export*,Positive
tomber*,export*,Positive
troublant,export*,Positive
troublé*,export*,Positive
urgent*,export*,Positive
baisse,fiscal,Positive
consolider,fiscal,Positive
corrompre ,fiscal,Positive
déséquilibre,fiscal,Positive
déstabiliser,fiscal,Positive
détériorer,fiscal,Positive
difficile,fiscal,Positive
diminuer,fiscal,Positive
discipline*,fiscal,Positive
échouer*,fiscal,Positive
en difficulté,fiscal,Positive
faible*,fiscal,Positive
fragile,fiscal,Positive
fraude*,fiscal,Positive
inefficace,fiscal,Positive
insoutenable,fiscal,Positive
instable,fiscal,Positive
insuffisant ,fiscal,Positive
involontaire,fiscal,Positive
irresponsable*,fiscal,Positive
lent,fiscal,Positive
maigre,fiscal,Positive
négatif,fiscal,Positive
petit*,fiscal,Positive
pire*,fiscal,Positive
problème*,fiscal,Positive
réduire,fiscal,Positive
restrictif*,fiscal,Positive
réticent,fiscal,Positive
rigide,fiscal,Positive
serré,fiscal,Positive
sévère,fiscal,Positive
structurel ,fiscal,Positive
tomber*,fiscal,Positive
troublant,fiscal,Positive
troublé*,fiscal,Positive
urgent*,fiscal,Positive
baisse,import*,Positive
consolider,import*,Positive
corrompre ,import*,Positive
déséquilibre,import*,Positive
déstabiliser,import*,Positive
détériorer,import*,Positive
difficile,import*,Positive
diminuer,import*,Positive
discipline*,import*,Positive
échouer*,import*,Positive
en difficulté,import*,Positive
faible*,import*,Positive
fragile,import*,Positive
fraude*,import*,Positive
inefficace,import*,Positive
insoutenable,import*,Positive
instable,import*,Positive
insuffisant ,import*,Positive
involontaire,import*,Positive
irresponsable*,import*,Positive
lent,import*,Positive
maigre,import*,Positive
négatif,import*,Positive
petit*,import*,Positive
pire*,import*,Positive
problème*,import*,Positive
réduire,import*,Positive
restrictif*,import*,Positive
réticent,import*,Positive
rigide,import*,Positive
serré,import*,Positive
sévère,import*,Positive
structurel ,import*,Positive
tomber*,import*,Positive
troublant,import*,Positive
troublé*,import*,Positive
urgent*,import*,Positive
baisse,intégration,Positive
consolider,intégration,Positive
corrompre ,intégration,Positive
déséquilibre,intégration,Positive
déstabiliser,intégration,Positive
détériorer,intégration,Positive
difficile,intégration,Positive
diminuer,intégration,Positive
discipline*,intégration,Positive
échouer*,intégration,Positive
en difficulté,intégration,Positive
faible*,intégration,Positive
fragile,intégration,Positive
fraude*,intégration,Positive
inefficace,intégration,Positive
insoutenable,intégration,Positive
instable,intégration,Positive
insuffisant ,intégration,Positive
involontaire,intégration,Positive
irresponsable*,intégration,Positive
lent,intégration,Positive
maigre,intégration,Positive
négatif,intégration,Positive
petit*,intégration,Positive
pire*,intégration,Positive
problème*,intégration,Positive
réduire,intégration,Positive
restrictif*,intégration,Positive
réticent,intégration,Positive
rigide,intégration,Positive
serré,intégration,Positive
sévère,intégration,Positive
structurel ,intégration,Positive
tomber*,intégration,Positive
troublant,intégration,Positive
troublé*,intégration,Positive
urgent*,intégration,Positive
baisse,marché du travail,Positive
consolider,marché du travail,Positive
corrompre ,marché du travail,Positive
déséquilibre,marché du travail,Positive
déstabiliser,marché du travail,Positive
détériorer,marché du travail,Positive
difficile,marché du travail,Positive
diminuer,marché du travail,Positive
discipline*,marché du travail,Positive
échouer*,marché du travail,Positive
en difficulté,marché du travail,Positive
faible*,marché du travail,Positive
fragile,marché du travail,Positive
fraude*,marché du travail,Positive
inefficace,marché du travail,Positive
insoutenable,marché du travail,Positive
instable,marché du travail,Positive
insuffisant ,marché du travail,Positive
involontaire,marché du travail,Positive
irresponsable*,marché du travail,Positive
lent,marché du travail,Positive
maigre,marché du travail,Positive
négatif,marché du travail,Positive
petit*,marché du travail,Positive
pire*,marché du travail,Positive
problème*,marché du travail,Positive
réduire,marché du travail,Positive
restrictif*,marché du travail,Positive
réticent,marché du travail,Positive
rigide,marché du travail,Positive
serré,marché du travail,Positive
sévère,marché du travail,Positive
structurel ,marché du travail,Positive
tomber*,marché du travail,Positive
troublant,marché du travail,Positive
troublé*,marché du travail,Positive
urgent*,marché du travail,Positive
baisse,obligation d'État*,Positive
consolider,obligation d'État*,Positive
corrompre ,obligation d'État*,Positive
déséquilibre,obligation d'État*,Positive
déstabiliser,obligation d'État*,Positive
détériorer,obligation d'État*,Positive
difficile,obligation d'État*,Positive
diminuer,obligation d'État*,Positive
discipline*,obligation d'État*,Positive
échouer*,obligation d'État*,Positive
en difficulté,obligation d'État*,Positive
faible*,obligation d'État*,Positive
fragile,obligation d'État*,Positive
fraude*,obligation d'État*,Positive
inefficace,obligation d'État*,Positive
insoutenable,obligation d'État*,Positive
instable,obligation d'État*,Positive
insuffisant ,obligation d'État*,Positive
involontaire,obligation d'État*,Positive
irresponsable*,obligation d'État*,Positive
lent,obligation d'État*,Positive
maigre,obligation d'État*,Positive
négatif,obligation d'État*,Positive
petit*,obligation d'État*,Positive
pire*,obligation d'État*,Positive
problème*,obligation d'État*,Positive
réduire,obligation d'État*,Positive
restrictif*,obligation d'État*,Positive
réticent,obligation d'État*,Positive
rigide,obligation d'État*,Positive
serré,obligation d'État*,Positive
sévère,obligation d'État*,Positive
structurel ,obligation d'État*,Positive
tomber*,obligation d'État*,Positive
troublant,obligation d'État*,Positive
troublé*,obligation d'État*,Positive
urgent*,obligation d'État*,Positive
baisse,obligation souveraine*,Positive
consolider,obligation souveraine*,Positive
corrompre ,obligation souveraine*,Positive
déséquilibre,obligation souveraine*,Positive
déstabiliser,obligation souveraine*,Positive
détériorer,obligation souveraine*,Positive
difficile,obligation souveraine*,Positive
diminuer,obligation souveraine*,Positive
discipline*,obligation souveraine*,Positive
échouer*,obligation souveraine*,Positive
en difficulté,obligation souveraine*,Positive
faible*,obligation souveraine*,Positive
fragile,obligation souveraine*,Positive
fraude*,obligation souveraine*,Positive
inefficace,obligation souveraine*,Positive
insoutenable,obligation souveraine*,Positive
instable,obligation souveraine*,Positive
insuffisant ,obligation souveraine*,Positive
involontaire,obligation souveraine*,Positive
irresponsable*,obligation souveraine*,Positive
lent,obligation souveraine*,Positive
maigre,obligation souveraine*,Positive
négatif,obligation souveraine*,Positive
petit*,obligation souveraine*,Positive
pire*,obligation souveraine*,Positive
problème*,obligation souveraine*,Positive
réduire,obligation souveraine*,Positive
restrictif*,obligation souveraine*,Positive
réticent,obligation souveraine*,Positive
rigide,obligation souveraine*,Positive
serré,obligation souveraine*,Positive
sévère,obligation souveraine*,Positive
structurel ,obligation souveraine*,Positive
tomber*,obligation souveraine*,Positive
troublant,obligation souveraine*,Positive
troublé*,obligation souveraine*,Positive
urgent*,obligation souveraine*,Positive
baisse,petites et moyennes,Positive
consolider,petites et moyennes,Positive
corrompre ,petites et moyennes,Positive
déséquilibre,petites et moyennes,Positive
déstabiliser,petites et moyennes,Positive
détériorer,petites et moyennes,Positive
difficile,petites et moyennes,Positive
diminuer,petites et moyennes,Positive
discipline*,petites et moyennes,Positive
échouer*,petites et moyennes,Positive
en difficulté,petites et moyennes,Positive
faible*,petites et moyennes,Positive
fragile,petites et moyennes,Positive
fraude*,petites et moyennes,Positive
inefficace,petites et moyennes,Positive
insoutenable,petites et moyennes,Positive
instable,petites et moyennes,Positive
insuffisant ,petites et moyennes,Positive
involontaire,petites et moyennes,Positive
irresponsable*,petites et moyennes,Positive
lent,petites et moyennes,Positive
maigre,petites et moyennes,Positive
négatif,petites et moyennes,Positive
petit*,petites et moyennes,Positive
pire*,petites et moyennes,Positive
problème*,petites et moyennes,Positive
réduire,petites et moyennes,Positive
restrictif*,petites et moyennes,Positive
réticent,petites et moyennes,Positive
rigide,petites et moyennes,Positive
serré,petites et moyennes,Positive
sévère,petites et moyennes,Positive
structurel ,petites et moyennes,Positive
tomber*,petites et moyennes,Positive
troublant,petites et moyennes,Positive
troublé*,petites et moyennes,Positive
urgent*,petites et moyennes,Positive
baisse,plan de sauvetage,Positive
consolider,plan de sauvetage,Positive
corrompre ,plan de sauvetage,Positive
déséquilibre,plan de sauvetage,Positive
déstabiliser,plan de sauvetage,Positive
détériorer,plan de sauvetage,Positive
difficile,plan de sauvetage,Positive
diminuer,plan de sauvetage,Positive
discipline*,plan de sauvetage,Positive
échouer*,plan de sauvetage,Positive
en difficulté,plan de sauvetage,Positive
faible*,plan de sauvetage,Positive
fragile,plan de sauvetage,Positive
fraude*,plan de sauvetage,Positive
inefficace,plan de sauvetage,Positive
insoutenable,plan de sauvetage,Positive
instable,plan de sauvetage,Positive
insuffisant ,plan de sauvetage,Positive
involontaire,plan de sauvetage,Positive
irresponsable*,plan de sauvetage,Positive
lent,plan de sauvetage,Positive
maigre,plan de sauvetage,Positive
négatif,plan de sauvetage,Positive
petit*,plan de sauvetage,Positive
pire*,plan de sauvetage,Positive
problème*,plan de sauvetage,Positive
réduire,plan de sauvetage,Positive
restrictif*,plan de sauvetage,Positive
réticent,plan de sauvetage,Positive
rigide,plan de sauvetage,Positive
serré,plan de sauvetage,Positive
sévère,plan de sauvetage,Positive
structurel ,plan de sauvetage,Positive
tomber*,plan de sauvetage,Positive
troublant,plan de sauvetage,Positive
troublé*,plan de sauvetage,Positive
urgent*,plan de sauvetage,Positive
baisse,PME*,Positive
consolider,PME*,Positive
corrompre ,PME*,Positive
déséquilibre,PME*,Positive
déstabiliser,PME*,Positive
détériorer,PME*,Positive
difficile,PME*,Positive
diminuer,PME*,Positive
discipline*,PME*,Positive
échouer*,PME*,Positive
en difficulté,PME*,Positive
faible*,PME*,Positive
fragile,PME*,Positive
fraude*,PME*,Positive
inefficace,PME*,Positive
insoutenable,PME*,Positive
instable,PME*,Positive
insuffisant ,PME*,Positive
involontaire,PME*,Positive
irresponsable*,PME*,Positive
lent,PME*,Positive
maigre,PME*,Positive
négatif,PME*,Positive
petit*,PME*,Positive
pire*,PME*,Positive
problème*,PME*,Positive
réduire,PME*,Positive
restrictif*,PME*,Positive
réticent,PME*,Positive
rigide,PME*,Positive
serré,PME*,Positive
sévère,PME*,Positive
structurel ,PME*,Positive
tomber*,PME*,Positive
troublant,PME*,Positive
troublé*,PME*,Positive
urgent*,PME*,Positive
baisse,programme*,Positive
consolider,programme*,Positive
corrompre ,programme*,Positive
déséquilibre,programme*,Positive
déstabiliser,programme*,Positive
détériorer,programme*,Positive
difficile,programme*,Positive
diminuer,programme*,Positive
discipline*,programme*,Positive
échouer*,programme*,Positive
en difficulté,programme*,Positive
faible*,programme*,Positive
fragile,programme*,Positive
fraude*,programme*,Positive
inefficace,programme*,Positive
insoutenable,programme*,Positive
instable,programme*,Positive
insuffisant ,programme*,Positive
involontaire,programme*,Positive
irresponsable*,programme*,Positive
lent,programme*,Positive
maigre,programme*,Positive
négatif,programme*,Positive
petit*,programme*,Positive
pire*,programme*,Positive
problème*,programme*,Positive
réduire,programme*,Positive
restrictif*,programme*,Positive
réticent,programme*,Positive
rigide,programme*,Positive
serré,programme*,Positive
sévère,programme*,Positive
structurel ,programme*,Positive
tomber*,programme*,Positive
troublant,programme*,Positive
troublé*,programme*,Positive
urgent*,programme*,Positive
baisse,redistribuer*,Positive
consolider,redistribuer*,Positive
corrompre ,redistribuer*,Positive
déséquilibre,redistribuer*,Positive
déstabiliser,redistribuer*,Positive
détériorer,redistribuer*,Positive
difficile,redistribuer*,Positive
diminuer,redistribuer*,Positive
discipline*,redistribuer*,Positive
échouer*,redistribuer*,Positive
en difficulté,redistribuer*,Positive
faible*,redistribuer*,Positive
fragile,redistribuer*,Positive
fraude*,redistribuer*,Positive
inefficace,redistribuer*,Positive
insoutenable,redistribuer*,Positive
instable,redistribuer*,Positive
insuffisant ,redistribuer*,Positive
involontaire,redistribuer*,Positive
irresponsable*,redistribuer*,Positive
lent,redistribuer*,Positive
maigre,redistribuer*,Positive
négatif,redistribuer*,Positive
petit*,redistribuer*,Positive
pire*,redistribuer*,Positive
problème*,redistribuer*,Positive
réduire,redistribuer*,Positive
restrictif*,redistribuer*,Positive
réticent,redistribuer*,Positive
rigide,redistribuer*,Positive
serré,redistribuer*,Positive
sévère,redistribuer*,Positive
structurel ,redistribuer*,Positive
tomber*,redistribuer*,Positive
troublant,redistribuer*,Positive
troublé*,redistribuer*,Positive
urgent*,redistribuer*,Positive
baisse,réforme*,Positive
consolider,réforme*,Positive
corrompre ,réforme*,Positive
déséquilibre,réforme*,Positive
déstabiliser,réforme*,Positive
détériorer,réforme*,Positive
difficile,réforme*,Positive
diminuer,réforme*,Positive
discipline*,réforme*,Positive
échouer*,réforme*,Positive
en difficulté,réforme*,Positive
faible*,réforme*,Positive
fragile,réforme*,Positive
fraude*,réforme*,Positive
inefficace,réforme*,Positive
insoutenable,réforme*,Positive
instable,réforme*,Positive
insuffisant ,réforme*,Positive
involontaire,réforme*,Positive
irresponsable*,réforme*,Positive
lent,réforme*,Positive
maigre,réforme*,Positive
négatif,réforme*,Positive
petit*,réforme*,Positive
pire*,réforme*,Positive
problème*,réforme*,Positive
réduire,réforme*,Positive
restrictif*,réforme*,Positive
réticent,réforme*,Positive
rigide,réforme*,Positive
serré,réforme*,Positive
sévère,réforme*,Positive
structurel ,réforme*,Positive
tomber*,réforme*,Positive
troublant,réforme*,Positive
troublé*,réforme*,Positive
urgent*,réforme*,Positive
baisse,salaire*,Positive
consolider,salaire*,Positive
corrompre ,salaire*,Positive
déséquilibre,salaire*,Positive
déstabiliser,salaire*,Positive
détériorer,salaire*,Positive
difficile,salaire*,Positive
diminuer,salaire*,Positive
discipline*,salaire*,Positive
échouer*,salaire*,Positive
en difficulté,salaire*,Positive
faible*,salaire*,Positive
fragile,salaire*,Positive
fraude*,salaire*,Positive
inefficace,salaire*,Positive
insoutenable,salaire*,Positive
instable,salaire*,Positive
insuffisant ,salaire*,Positive
involontaire,salaire*,Positive
irresponsable*,salaire*,Positive
lent,salaire*,Positive
maigre,salaire*,Positive
négatif,salaire*,Positive
petit*,salaire*,Positive
pire*,salaire*,Positive
problème*,salaire*,Positive
réduire,salaire*,Positive
restrictif*,salaire*,Positive
réticent,salaire*,Positive
rigide,salaire*,Positive
serré,salaire*,Positive
sévère,salaire*,Positive
structurel ,salaire*,Positive
tomber*,salaire*,Positive
troublant,salaire*,Positive
troublé*,salaire*,Positive
urgent*,salaire*,Positive
baisse,secteur public ,Positive
consolider,secteur public ,Positive
corrompre ,secteur public ,Positive
déséquilibre,secteur public ,Positive
déstabiliser,secteur public ,Positive
détériorer,secteur public ,Positive
difficile,secteur public ,Positive
diminuer,secteur public ,Positive
discipline*,secteur public ,Positive
échouer*,secteur public ,Positive
en difficulté,secteur public ,Positive
faible*,secteur public ,Positive
fragile,secteur public ,Positive
fraude*,secteur public ,Positive
inefficace,secteur public ,Positive
insoutenable,secteur public ,Positive
instable,secteur public ,Positive
insuffisant ,secteur public ,Positive
involontaire,secteur public ,Positive
irresponsable*,secteur public ,Positive
lent,secteur public ,Positive
maigre,secteur public ,Positive
négatif,secteur public ,Positive
petit*,secteur public ,Positive
pire*,secteur public ,Positive
problème*,secteur public ,Positive
réduire,secteur public ,Positive
restrictif*,secteur public ,Positive
réticent,secteur public ,Positive
rigide,secteur public ,Positive
serré,secteur public ,Positive
sévère,secteur public ,Positive
structurel ,secteur public ,Positive
tomber*,secteur public ,Positive
troublant,secteur public ,Positive
troublé*,secteur public ,Positive
urgent*,secteur public ,Positive
baisse,service public*,Positive
consolider,service public*,Positive
corrompre ,service public*,Positive
déséquilibre,service public*,Positive
déstabiliser,service public*,Positive
détériorer,service public*,Positive
difficile,service public*,Positive
