Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
hohe*,Arbeitsmarkt*,Positive
positiv*,Arbeitsmarkt*,Positive
retten*,Arbeitsmarkt*,Positive
rettung*,Arbeitsmarkt*,Positive
robust,Arbeitsmarkt*,Positive
solide*,Arbeitsmarkt*,Positive
stabil*,Arbeitsmarkt*,Positive
stark*,Arbeitsmarkt*,Positive
steigen*,Arbeitsmarkt*,Positive
stetig,Arbeitsmarkt*,Positive
tragfähig*,Arbeitsmarkt*,Positive
unbegrenzt*,Arbeitsmarkt*,Positive
unterstütz*,Arbeitsmarkt*,Positive
verantwort*,Arbeitsmarkt*,Positive
verbesser*,Arbeitsmarkt*,Positive
versprechen*,Arbeitsmarkt*,Positive
vielverprechend,Arbeitsmarkt*,Positive
wachsen*,Arbeitsmarkt*,Positive
wirksam,Arbeitsmarkt*,Positive
zugutekommen*,Arbeitsmarkt*,Positive
*schützen*,Auslandsnachfrage,Positive
*steigern*,Auslandsnachfrage,Positive
ansteig*,Auslandsnachfrage,Positive
attratktiv,Auslandsnachfrage,Positive
ausgewogen*,Auslandsnachfrage,Positive
aussichtsvoll,Auslandsnachfrage,Positive
besser*,Auslandsnachfrage,Positive
beständig*,Auslandsnachfrage,Positive
effizient*,Auslandsnachfrage,Positive
entlasten*,Auslandsnachfrage,Positive
erfolgreich*,Auslandsnachfrage,Positive
erhöhen*,Auslandsnachfrage,Positive
erweitern*,Auslandsnachfrage,Positive
fest*,Auslandsnachfrage,Positive
gelungen,Auslandsnachfrage,Positive
großzügig*,Auslandsnachfrage,Positive
hoch*,Auslandsnachfrage,Positive
hohe*,Auslandsnachfrage,Positive
positiv*,Auslandsnachfrage,Positive
retten*,Auslandsnachfrage,Positive
rettung*,Auslandsnachfrage,Positive
robust,Auslandsnachfrage,Positive
solide*,Auslandsnachfrage,Positive
stabil*,Auslandsnachfrage,Positive
stark*,Auslandsnachfrage,Positive
steigen*,Auslandsnachfrage,Positive
stetig,Auslandsnachfrage,Positive
tragfähig*,Auslandsnachfrage,Positive
unbegrenzt*,Auslandsnachfrage,Positive
unterstütz*,Auslandsnachfrage,Positive
verantwort*,Auslandsnachfrage,Positive
verbesser*,Auslandsnachfrage,Positive
versprechen*,Auslandsnachfrage,Positive
vielverprechend,Auslandsnachfrage,Positive
wachsen*,Auslandsnachfrage,Positive
wirksam,Auslandsnachfrage,Positive
zugutekommen*,Auslandsnachfrage,Positive
*schützen*,Bailout ,Positive
*steigern*,Bailout ,Positive
ansteig*,Bailout ,Positive
attratktiv,Bailout ,Positive
ausgewogen*,Bailout ,Positive
aussichtsvoll,Bailout ,Positive
besser*,Bailout ,Positive
beständig*,Bailout ,Positive
effizient*,Bailout ,Positive
entlasten*,Bailout ,Positive
erfolgreich*,Bailout ,Positive
erhöhen*,Bailout ,Positive
erweitern*,Bailout ,Positive
fest*,Bailout ,Positive
gelungen,Bailout ,Positive
großzügig*,Bailout ,Positive
hoch*,Bailout ,Positive
hohe*,Bailout ,Positive
positiv*,Bailout ,Positive
retten*,Bailout ,Positive
rettung*,Bailout ,Positive
robust,Bailout ,Positive
solide*,Bailout ,Positive
stabil*,Bailout ,Positive
stark*,Bailout ,Positive
steigen*,Bailout ,Positive
stetig,Bailout ,Positive
tragfähig*,Bailout ,Positive
unbegrenzt*,Bailout ,Positive
unterstütz*,Bailout ,Positive
verantwort*,Bailout ,Positive
verbesser*,Bailout ,Positive
versprechen*,Bailout ,Positive
vielverprechend,Bailout ,Positive
wachsen*,Bailout ,Positive
wirksam,Bailout ,Positive
zugutekommen*,Bailout ,Positive
*schützen*,Export*,Positive
*steigern*,Export*,Positive
ansteig*,Export*,Positive
attratktiv,Export*,Positive
ausgewogen*,Export*,Positive
aussichtsvoll,Export*,Positive
besser*,Export*,Positive
beständig*,Export*,Positive
effizient*,Export*,Positive
entlasten*,Export*,Positive
erfolgreich*,Export*,Positive
erhöhen*,Export*,Positive
erweitern*,Export*,Positive
fest*,Export*,Positive
gelungen,Export*,Positive
großzügig*,Export*,Positive
hoch*,Export*,Positive
hohe*,Export*,Positive
positiv*,Export*,Positive
retten*,Export*,Positive
rettung*,Export*,Positive
robust,Export*,Positive
solide*,Export*,Positive
stabil*,Export*,Positive
stark*,Export*,Positive
steigen*,Export*,Positive
stetig,Export*,Positive
tragfähig*,Export*,Positive
unbegrenzt*,Export*,Positive
unterstütz*,Export*,Positive
verantwort*,Export*,Positive
verbesser*,Export*,Positive
versprechen*,Export*,Positive
vielverprechend,Export*,Positive
wachsen*,Export*,Positive
wirksam,Export*,Positive
zugutekommen*,Export*,Positive
*schützen*,fundamental*,Positive
*steigern*,fundamental*,Positive
ansteig*,fundamental*,Positive
attratktiv,fundamental*,Positive
ausgewogen*,fundamental*,Positive
aussichtsvoll,fundamental*,Positive
besser*,fundamental*,Positive
beständig*,fundamental*,Positive
effizient*,fundamental*,Positive
entlasten*,fundamental*,Positive
erfolgreich*,fundamental*,Positive
erhöhen*,fundamental*,Positive
erweitern*,fundamental*,Positive
fest*,fundamental*,Positive
gelungen,fundamental*,Positive
großzügig*,fundamental*,Positive
hoch*,fundamental*,Positive
hohe*,fundamental*,Positive
positiv*,fundamental*,Positive
retten*,fundamental*,Positive
rettung*,fundamental*,Positive
robust,fundamental*,Positive
solide*,fundamental*,Positive
stabil*,fundamental*,Positive
stark*,fundamental*,Positive
steigen*,fundamental*,Positive
stetig,fundamental*,Positive
tragfähig*,fundamental*,Positive
unbegrenzt*,fundamental*,Positive
unterstütz*,fundamental*,Positive
verantwort*,fundamental*,Positive
verbesser*,fundamental*,Positive
versprechen*,fundamental*,Positive
vielverprechend,fundamental*,Positive
wachsen*,fundamental*,Positive
wirksam,fundamental*,Positive
zugutekommen*,fundamental*,Positive
*schützen*,Import*,Positive
*steigern*,Import*,Positive
ansteig*,Import*,Positive
attratktiv,Import*,Positive
ausgewogen*,Import*,Positive
aussichtsvoll,Import*,Positive
besser*,Import*,Positive
beständig*,Import*,Positive
effizient*,Import*,Positive
entlasten*,Import*,Positive
erfolgreich*,Import*,Positive
erhöhen*,Import*,Positive
erweitern*,Import*,Positive
fest*,Import*,Positive
gelungen,Import*,Positive
großzügig*,Import*,Positive
hoch*,Import*,Positive
hohe*,Import*,Positive
positiv*,Import*,Positive
retten*,Import*,Positive
rettung*,Import*,Positive
robust,Import*,Positive
solide*,Import*,Positive
stabil*,Import*,Positive
stark*,Import*,Positive
steigen*,Import*,Positive
stetig,Import*,Positive
tragfähig*,Import*,Positive
unbegrenzt*,Import*,Positive
unterstütz*,Import*,Positive
verantwort*,Import*,Positive
verbesser*,Import*,Positive
versprechen*,Import*,Positive
vielverprechend,Import*,Positive
wachsen*,Import*,Positive
wirksam,Import*,Positive
zugutekommen*,Import*,Positive
*schützen*,Inlandsnachfrage,Positive
*steigern*,Inlandsnachfrage,Positive
ansteig*,Inlandsnachfrage,Positive
attratktiv,Inlandsnachfrage,Positive
ausgewogen*,Inlandsnachfrage,Positive
aussichtsvoll,Inlandsnachfrage,Positive
besser*,Inlandsnachfrage,Positive
beständig*,Inlandsnachfrage,Positive
effizient*,Inlandsnachfrage,Positive
entlasten*,Inlandsnachfrage,Positive
erfolgreich*,Inlandsnachfrage,Positive
erhöhen*,Inlandsnachfrage,Positive
erweitern*,Inlandsnachfrage,Positive
fest*,Inlandsnachfrage,Positive
gelungen,Inlandsnachfrage,Positive
großzügig*,Inlandsnachfrage,Positive
hoch*,Inlandsnachfrage,Positive
hohe*,Inlandsnachfrage,Positive
positiv*,Inlandsnachfrage,Positive
retten*,Inlandsnachfrage,Positive
rettung*,Inlandsnachfrage,Positive
robust,Inlandsnachfrage,Positive
solide*,Inlandsnachfrage,Positive
stabil*,Inlandsnachfrage,Positive
stark*,Inlandsnachfrage,Positive
steigen*,Inlandsnachfrage,Positive
stetig,Inlandsnachfrage,Positive
tragfähig*,Inlandsnachfrage,Positive
unbegrenzt*,Inlandsnachfrage,Positive
unterstütz*,Inlandsnachfrage,Positive
verantwort*,Inlandsnachfrage,Positive
verbesser*,Inlandsnachfrage,Positive
versprechen*,Inlandsnachfrage,Positive
vielverprechend,Inlandsnachfrage,Positive
wachsen*,Inlandsnachfrage,Positive
wirksam,Inlandsnachfrage,Positive
zugutekommen*,Inlandsnachfrage,Positive
*schützen*,Integration*,Positive
*steigern*,Integration*,Positive
ansteig*,Integration*,Positive
attratktiv,Integration*,Positive
ausgewogen*,Integration*,Positive
aussichtsvoll,Integration*,Positive
besser*,Integration*,Positive
beständig*,Integration*,Positive
effizient*,Integration*,Positive
entlasten*,Integration*,Positive
erfolgreich*,Integration*,Positive
erhöhen*,Integration*,Positive
erweitern*,Integration*,Positive
fest*,Integration*,Positive
gelungen,Integration*,Positive
großzügig*,Integration*,Positive
hoch*,Integration*,Positive
hohe*,Integration*,Positive
positiv*,Integration*,Positive
retten*,Integration*,Positive
rettung*,Integration*,Positive
robust,Integration*,Positive
solide*,Integration*,Positive
stabil*,Integration*,Positive
stark*,Integration*,Positive
steigen*,Integration*,Positive
stetig,Integration*,Positive
tragfähig*,Integration*,Positive
unbegrenzt*,Integration*,Positive
unterstütz*,Integration*,Positive
verantwort*,Integration*,Positive
verbesser*,Integration*,Positive
versprechen*,Integration*,Positive
vielverprechend,Integration*,Positive
wachsen*,Integration*,Positive
wirksam,Integration*,Positive
zugutekommen*,Integration*,Positive
*schützen*,klein* und mittel*,Positive
*steigern*,klein* und mittel*,Positive
ansteig*,klein* und mittel*,Positive
attratktiv,klein* und mittel*,Positive
ausgewogen*,klein* und mittel*,Positive
aussichtsvoll,klein* und mittel*,Positive
besser*,klein* und mittel*,Positive
beständig*,klein* und mittel*,Positive
effizient*,klein* und mittel*,Positive
entlasten*,klein* und mittel*,Positive
erfolgreich*,klein* und mittel*,Positive
erhöhen*,klein* und mittel*,Positive
erweitern*,klein* und mittel*,Positive
fest*,klein* und mittel*,Positive
gelungen,klein* und mittel*,Positive
großzügig*,klein* und mittel*,Positive
hoch*,klein* und mittel*,Positive
hohe*,klein* und mittel*,Positive
positiv*,klein* und mittel*,Positive
retten*,klein* und mittel*,Positive
rettung*,klein* und mittel*,Positive
robust,klein* und mittel*,Positive
solide*,klein* und mittel*,Positive
stabil*,klein* und mittel*,Positive
stark*,klein* und mittel*,Positive
steigen*,klein* und mittel*,Positive
stetig,klein* und mittel*,Positive
tragfähig*,klein* und mittel*,Positive
unbegrenzt*,klein* und mittel*,Positive
unterstütz*,klein* und mittel*,Positive
verantwort*,klein* und mittel*,Positive
verbesser*,klein* und mittel*,Positive
versprechen*,klein* und mittel*,Positive
vielverprechend,klein* und mittel*,Positive
wachsen*,klein* und mittel*,Positive
wirksam,klein* und mittel*,Positive
zugutekommen*,klein* und mittel*,Positive
*schützen*,KMU*,Positive
*steigern*,KMU*,Positive
ansteig*,KMU*,Positive
attratktiv,KMU*,Positive
ausgewogen*,KMU*,Positive
aussichtsvoll,KMU*,Positive
besser*,KMU*,Positive
beständig*,KMU*,Positive
effizient*,KMU*,Positive
entlasten*,KMU*,Positive
erfolgreich*,KMU*,Positive
erhöhen*,KMU*,Positive
erweitern*,KMU*,Positive
fest*,KMU*,Positive
gelungen,KMU*,Positive
großzügig*,KMU*,Positive
hoch*,KMU*,Positive
hohe*,KMU*,Positive
positiv*,KMU*,Positive
retten*,KMU*,Positive
rettung*,KMU*,Positive
robust,KMU*,Positive
solide*,KMU*,Positive
stabil*,KMU*,Positive
stark*,KMU*,Positive
steigen*,KMU*,Positive
stetig,KMU*,Positive
tragfähig*,KMU*,Positive
unbegrenzt*,KMU*,Positive
unterstütz*,KMU*,Positive
verantwort*,KMU*,Positive
verbesser*,KMU*,Positive
versprechen*,KMU*,Positive
vielverprechend,KMU*,Positive
wachsen*,KMU*,Positive
wirksam,KMU*,Positive
zugutekommen*,KMU*,Positive
*schützen*,Lohn*,Positive
*steigern*,Lohn*,Positive
ansteig*,Lohn*,Positive
attratktiv,Lohn*,Positive
ausgewogen*,Lohn*,Positive
aussichtsvoll,Lohn*,Positive
besser*,Lohn*,Positive
beständig*,Lohn*,Positive
effizient*,Lohn*,Positive
entlasten*,Lohn*,Positive
erfolgreich*,Lohn*,Positive
erhöhen*,Lohn*,Positive
erweitern*,Lohn*,Positive
fest*,Lohn*,Positive
gelungen,Lohn*,Positive
großzügig*,Lohn*,Positive
hoch*,Lohn*,Positive
hohe*,Lohn*,Positive
positiv*,Lohn*,Positive
retten*,Lohn*,Positive
rettung*,Lohn*,Positive
robust,Lohn*,Positive
solide*,Lohn*,Positive
stabil*,Lohn*,Positive
stark*,Lohn*,Positive
steigen*,Lohn*,Positive
stetig,Lohn*,Positive
tragfähig*,Lohn*,Positive
unbegrenzt*,Lohn*,Positive
unterstütz*,Lohn*,Positive
verantwort*,Lohn*,Positive
verbesser*,Lohn*,Positive
versprechen*,Lohn*,Positive
vielverprechend,Lohn*,Positive
wachsen*,Lohn*,Positive
wirksam,Lohn*,Positive
zugutekommen*,Lohn*,Positive
*schützen*,Öffentliche* Sektor* ,Positive
*steigern*,Öffentliche* Sektor* ,Positive
ansteig*,Öffentliche* Sektor* ,Positive
attratktiv,Öffentliche* Sektor* ,Positive
ausgewogen*,Öffentliche* Sektor* ,Positive
aussichtsvoll,Öffentliche* Sektor* ,Positive
besser*,Öffentliche* Sektor* ,Positive
beständig*,Öffentliche* Sektor* ,Positive
effizient*,Öffentliche* Sektor* ,Positive
entlasten*,Öffentliche* Sektor* ,Positive
erfolgreich*,Öffentliche* Sektor* ,Positive
erhöhen*,Öffentliche* Sektor* ,Positive
erweitern*,Öffentliche* Sektor* ,Positive
fest*,Öffentliche* Sektor* ,Positive
gelungen,Öffentliche* Sektor* ,Positive
großzügig*,Öffentliche* Sektor* ,Positive
hoch*,Öffentliche* Sektor* ,Positive
hohe*,Öffentliche* Sektor* ,Positive
positiv*,Öffentliche* Sektor* ,Positive
retten*,Öffentliche* Sektor* ,Positive
rettung*,Öffentliche* Sektor* ,Positive
robust,Öffentliche* Sektor* ,Positive
solide*,Öffentliche* Sektor* ,Positive
stabil*,Öffentliche* Sektor* ,Positive
stark*,Öffentliche* Sektor* ,Positive
steigen*,Öffentliche* Sektor* ,Positive
stetig,Öffentliche* Sektor* ,Positive
tragfähig*,Öffentliche* Sektor* ,Positive
unbegrenzt*,Öffentliche* Sektor* ,Positive
unterstütz*,Öffentliche* Sektor* ,Positive
verantwort*,Öffentliche* Sektor* ,Positive
verbesser*,Öffentliche* Sektor* ,Positive
versprechen*,Öffentliche* Sektor* ,Positive
vielverprechend,Öffentliche* Sektor* ,Positive
wachsen*,Öffentliche* Sektor* ,Positive
wirksam,Öffentliche* Sektor* ,Positive
zugutekommen*,Öffentliche* Sektor* ,Positive
*schützen*,politische Union,Positive
*steigern*,politische Union,Positive
ansteig*,politische Union,Positive
attratktiv,politische Union,Positive
ausgewogen*,politische Union,Positive
aussichtsvoll,politische Union,Positive
besser*,politische Union,Positive
beständig*,politische Union,Positive
effizient*,politische Union,Positive
entlasten*,politische Union,Positive
erfolgreich*,politische Union,Positive
erhöhen*,politische Union,Positive
erweitern*,politische Union,Positive
fest*,politische Union,Positive
gelungen,politische Union,Positive
großzügig*,politische Union,Positive
hoch*,politische Union,Positive
hohe*,politische Union,Positive
positiv*,politische Union,Positive
retten*,politische Union,Positive
rettung*,politische Union,Positive
robust,politische Union,Positive
solide*,politische Union,Positive
stabil*,politische Union,Positive
stark*,politische Union,Positive
steigen*,politische Union,Positive
stetig,politische Union,Positive
tragfähig*,politische Union,Positive
unbegrenzt*,politische Union,Positive
unterstütz*,politische Union,Positive
verantwort*,politische Union,Positive
verbesser*,politische Union,Positive
versprechen*,politische Union,Positive
vielverprechend,politische Union,Positive
wachsen*,politische Union,Positive
wirksam,politische Union,Positive
zugutekommen*,politische Union,Positive
*schützen*,Programm*,Positive
*steigern*,Programm*,Positive
ansteig*,Programm*,Positive
attratktiv,Programm*,Positive
ausgewogen*,Programm*,Positive
aussichtsvoll,Programm*,Positive
besser*,Programm*,Positive
beständig*,Programm*,Positive
effizient*,Programm*,Positive
entlasten*,Programm*,Positive
erfolgreich*,Programm*,Positive
erhöhen*,Programm*,Positive
erweitern*,Programm*,Positive
fest*,Programm*,Positive
gelungen,Programm*,Positive
großzügig*,Programm*,Positive
hoch*,Programm*,Positive
hohe*,Programm*,Positive
positiv*,Programm*,Positive
retten*,Programm*,Positive
rettung*,Programm*,Positive
robust,Programm*,Positive
solide*,Programm*,Positive
stabil*,Programm*,Positive
stark*,Programm*,Positive
steigen*,Programm*,Positive
stetig,Programm*,Positive
tragfähig*,Programm*,Positive
unbegrenzt*,Programm*,Positive
unterstütz*,Programm*,Positive
verantwort*,Programm*,Positive
verbesser*,Programm*,Positive
versprechen*,Programm*,Positive
vielverprechend,Programm*,Positive
wachsen*,Programm*,Positive
wirksam,Programm*,Positive
zugutekommen*,Programm*,Positive
*schützen*,Reform*,Positive
*steigern*,Reform*,Positive
ansteig*,Reform*,Positive
attratktiv,Reform*,Positive
ausgewogen*,Reform*,Positive
aussichtsvoll,Reform*,Positive
besser*,Reform*,Positive
beständig*,Reform*,Positive
effizient*,Reform*,Positive
entlasten*,Reform*,Positive
erfolgreich*,Reform*,Positive
erhöhen*,Reform*,Positive
erweitern*,Reform*,Positive
fest*,Reform*,Positive
gelungen,Reform*,Positive
großzügig*,Reform*,Positive
hoch*,Reform*,Positive
hohe*,Reform*,Positive
positiv*,Reform*,Positive
retten*,Reform*,Positive
rettung*,Reform*,Positive
robust,Reform*,Positive
solide*,Reform*,Positive
stabil*,Reform*,Positive
stark*,Reform*,Positive
steigen*,Reform*,Positive
stetig,Reform*,Positive
tragfähig*,Reform*,Positive
unbegrenzt*,Reform*,Positive
unterstütz*,Reform*,Positive
verantwort*,Reform*,Positive
verbesser*,Reform*,Positive
versprechen*,Reform*,Positive
vielverprechend,Reform*,Positive
wachsen*,Reform*,Positive
wirksam,Reform*,Positive
zugutekommen*,Reform*,Positive
*schützen*,Sozialleistung*,Positive
*steigern*,Sozialleistung*,Positive
ansteig*,Sozialleistung*,Positive
attratktiv,Sozialleistung*,Positive
ausgewogen*,Sozialleistung*,Positive
aussichtsvoll,Sozialleistung*,Positive
besser*,Sozialleistung*,Positive
beständig*,Sozialleistung*,Positive
effizient*,Sozialleistung*,Positive
entlasten*,Sozialleistung*,Positive
erfolgreich*,Sozialleistung*,Positive
erhöhen*,Sozialleistung*,Positive
erweitern*,Sozialleistung*,Positive
fest*,Sozialleistung*,Positive
gelungen,Sozialleistung*,Positive
großzügig*,Sozialleistung*,Positive
hoch*,Sozialleistung*,Positive
hohe*,Sozialleistung*,Positive
positiv*,Sozialleistung*,Positive
retten*,Sozialleistung*,Positive
rettung*,Sozialleistung*,Positive
robust,Sozialleistung*,Positive
solide*,Sozialleistung*,Positive
stabil*,Sozialleistung*,Positive
stark*,Sozialleistung*,Positive
steigen*,Sozialleistung*,Positive
stetig,Sozialleistung*,Positive
tragfähig*,Sozialleistung*,Positive
unbegrenzt*,Sozialleistung*,Positive
unterstütz*,Sozialleistung*,Positive
verantwort*,Sozialleistung*,Positive
verbesser*,Sozialleistung*,Positive
versprechen*,Sozialleistung*,Positive
vielverprechend,Sozialleistung*,Positive
wachsen*,Sozialleistung*,Positive
wirksam,Sozialleistung*,Positive
zugutekommen*,Sozialleistung*,Positive
*schützen*,Staatsanleihe*,Positive
*steigern*,Staatsanleihe*,Positive
ansteig*,Staatsanleihe*,Positive
attratktiv,Staatsanleihe*,Positive
ausgewogen*,Staatsanleihe*,Positive
aussichtsvoll,Staatsanleihe*,Positive
besser*,Staatsanleihe*,Positive
beständig*,Staatsanleihe*,Positive
effizient*,Staatsanleihe*,Positive
entlasten*,Staatsanleihe*,Positive
erfolgreich*,Staatsanleihe*,Positive
erhöhen*,Staatsanleihe*,Positive
erweitern*,Staatsanleihe*,Positive
fest*,Staatsanleihe*,Positive
gelungen,Staatsanleihe*,Positive
großzügig*,Staatsanleihe*,Positive
hoch*,Staatsanleihe*,Positive
hohe*,Staatsanleihe*,Positive
positiv*,Staatsanleihe*,Positive
retten*,Staatsanleihe*,Positive
rettung*,Staatsanleihe*,Positive
robust,Staatsanleihe*,Positive
solide*,Staatsanleihe*,Positive
stabil*,Staatsanleihe*,Positive
stark*,Staatsanleihe*,Positive
steigen*,Staatsanleihe*,Positive
stetig,Staatsanleihe*,Positive
tragfähig*,Staatsanleihe*,Positive
unbegrenzt*,Staatsanleihe*,Positive
unterstütz*,Staatsanleihe*,Positive
verantwort*,Staatsanleihe*,Positive
verbesser*,Staatsanleihe*,Positive
versprechen*,Staatsanleihe*,Positive
vielverprechend,Staatsanleihe*,Positive
wachsen*,Staatsanleihe*,Positive
wirksam,Staatsanleihe*,Positive
zugutekommen*,Staatsanleihe*,Positive
*schützen*,Staatsbilanz*,Positive
*steigern*,Staatsbilanz*,Positive
ansteig*,Staatsbilanz*,Positive
attratktiv,Staatsbilanz*,Positive
ausgewogen*,Staatsbilanz*,Positive
aussichtsvoll,Staatsbilanz*,Positive
besser*,Staatsbilanz*,Positive
beständig*,Staatsbilanz*,Positive
effizient*,Staatsbilanz*,Positive
entlasten*,Staatsbilanz*,Positive
erfolgreich*,Staatsbilanz*,Positive
erhöhen*,Staatsbilanz*,Positive
erweitern*,Staatsbilanz*,Positive
fest*,Staatsbilanz*,Positive
gelungen,Staatsbilanz*,Positive
großzügig*,Staatsbilanz*,Positive
hoch*,Staatsbilanz*,Positive
hohe*,Staatsbilanz*,Positive
positiv*,Staatsbilanz*,Positive
retten*,Staatsbilanz*,Positive
rettung*,Staatsbilanz*,Positive
robust,Staatsbilanz*,Positive
solide*,Staatsbilanz*,Positive
stabil*,Staatsbilanz*,Positive
stark*,Staatsbilanz*,Positive
steigen*,Staatsbilanz*,Positive
stetig,Staatsbilanz*,Positive
tragfähig*,Staatsbilanz*,Positive
unbegrenzt*,Staatsbilanz*,Positive
unterstütz*,Staatsbilanz*,Positive
verantwort*,Staatsbilanz*,Positive
verbesser*,Staatsbilanz*,Positive
versprechen*,Staatsbilanz*,Positive
vielverprechend,Staatsbilanz*,Positive
wachsen*,Staatsbilanz*,Positive
wirksam,Staatsbilanz*,Positive
zugutekommen*,Staatsbilanz*,Positive
*schützen*,Staatshaushalt*,Positive
*steigern*,Staatshaushalt*,Positive
ansteig*,Staatshaushalt*,Positive
attratktiv,Staatshaushalt*,Positive
ausgewogen*,Staatshaushalt*,Positive
aussichtsvoll,Staatshaushalt*,Positive
besser*,Staatshaushalt*,Positive
beständig*,Staatshaushalt*,Positive
effizient*,Staatshaushalt*,Positive
entlasten*,Staatshaushalt*,Positive
erfolgreich*,Staatshaushalt*,Positive
erhöhen*,Staatshaushalt*,Positive
erweitern*,Staatshaushalt*,Positive
fest*,Staatshaushalt*,Positive
gelungen,Staatshaushalt*,Positive
großzügig*,Staatshaushalt*,Positive
hoch*,Staatshaushalt*,Positive
hohe*,Staatshaushalt*,Positive
positiv*,Staatshaushalt*,Positive
retten*,Staatshaushalt*,Positive
rettung*,Staatshaushalt*,Positive
robust,Staatshaushalt*,Positive
solide*,Staatshaushalt*,Positive
stabil*,Staatshaushalt*,Positive
stark*,Staatshaushalt*,Positive
steigen*,Staatshaushalt*,Positive
stetig,Staatshaushalt*,Positive
tragfähig*,Staatshaushalt*,Positive
unbegrenzt*,Staatshaushalt*,Positive
unterstütz*,Staatshaushalt*,Positive
verantwort*,Staatshaushalt*,Positive
verbesser*,Staatshaushalt*,Positive
versprechen*,Staatshaushalt*,Positive
vielverprechend,Staatshaushalt*,Positive
wachsen*,Staatshaushalt*,Positive
wirksam,Staatshaushalt*,Positive
zugutekommen*,Staatshaushalt*,Positive
*schützen*,Steuer*,Positive
*steigern*,Steuer*,Positive
ansteig*,Steuer*,Positive
attratktiv,Steuer*,Positive
ausgewogen*,Steuer*,Positive
aussichtsvoll,Steuer*,Positive
besser*,Steuer*,Positive
beständig*,Steuer*,Positive
effizient*,Steuer*,Positive
entlasten*,Steuer*,Positive
erfolgreich*,Steuer*,Positive
erhöhen*,Steuer*,Positive
erweitern*,Steuer*,Positive
fest*,Steuer*,Positive
gelungen,Steuer*,Positive
großzügig*,Steuer*,Positive
hoch*,Steuer*,Positive
hohe*,Steuer*,Positive
positiv*,Steuer*,Positive
retten*,Steuer*,Positive
rettung*,Steuer*,Positive
robust,Steuer*,Positive
solide*,Steuer*,Positive
stabil*,Steuer*,Positive
stark*,Steuer*,Positive
steigen*,Steuer*,Positive
stetig,Steuer*,Positive
tragfähig*,Steuer*,Positive
unbegrenzt*,Steuer*,Positive
unterstütz*,Steuer*,Positive
