Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
sound,domestic demand,Positive
stable,domestic demand,Positive
steadfast,domestic demand,Positive
steady ,domestic demand,Positive
stimul*,domestic demand,Positive
strong*,domestic demand,Positive
success*,domestic demand,Positive
support*,domestic demand,Positive
unlimited,domestic demand,Positive
accomodat*,employee*,Positive
balance*,employee*,Positive
benefit*,employee*,Positive
better,employee*,Positive
recover,employee*,Positive
efficient,employee*,Positive
encouraging,employee*,Positive
enhance,employee*,Positive
expand*,employee*,Positive
firm*,employee*,Positive
generous*,employee*,Positive
great,employee*,Positive
grow*,employee*,Positive
healthy,employee*,Positive
high*,employee*,Positive
improv*,employee*,Positive
increas*,employee*,Positive
positive,employee*,Positive
powerful,employee*,Positive
promis*,employee*,Positive
protect*,employee*,Positive
rais*,employee*,Positive
relief,employee*,Positive
rescue,employee*,Positive
responsib*,employee*,Positive
risi*,employee*,Positive
robust,employee*,Positive
solid,employee*,Positive
sound,employee*,Positive
stable,employee*,Positive
steadfast,employee*,Positive
steady ,employee*,Positive
stimul*,employee*,Positive
strong*,employee*,Positive
success*,employee*,Positive
support*,employee*,Positive
unlimited,employee*,Positive
accomodat*,employer*,Positive
balance*,employer*,Positive
benefit*,employer*,Positive
better,employer*,Positive
recover,employer*,Positive
efficient,employer*,Positive
encouraging,employer*,Positive
enhance,employer*,Positive
expand*,employer*,Positive
firm*,employer*,Positive
generous*,employer*,Positive
great,employer*,Positive
grow*,employer*,Positive
healthy,employer*,Positive
high*,employer*,Positive
improv*,employer*,Positive
increas*,employer*,Positive
positive,employer*,Positive
powerful,employer*,Positive
promis*,employer*,Positive
protect*,employer*,Positive
rais*,employer*,Positive
relief,employer*,Positive
rescue,employer*,Positive
responsib*,employer*,Positive
risi*,employer*,Positive
robust,employer*,Positive
solid,employer*,Positive
sound,employer*,Positive
stable,employer*,Positive
steadfast,employer*,Positive
steady ,employer*,Positive
stimul*,employer*,Positive
strong*,employer*,Positive
success*,employer*,Positive
support*,employer*,Positive
unlimited,employer*,Positive
accomodat*,export*,Positive
balance*,export*,Positive
benefit*,export*,Positive
better,export*,Positive
recover,export*,Positive
efficient,export*,Positive
encouraging,export*,Positive
enhance,export*,Positive
expand*,export*,Positive
firm*,export*,Positive
generous*,export*,Positive
great,export*,Positive
grow*,export*,Positive
healthy,export*,Positive
high*,export*,Positive
improv*,export*,Positive
increas*,export*,Positive
positive,export*,Positive
powerful,export*,Positive
promis*,export*,Positive
protect*,export*,Positive
rais*,export*,Positive
relief,export*,Positive
rescue,export*,Positive
responsib*,export*,Positive
risi*,export*,Positive
robust,export*,Positive
solid,export*,Positive
sound,export*,Positive
stable,export*,Positive
steadfast,export*,Positive
steady ,export*,Positive
stimul*,export*,Positive
strong*,export*,Positive
success*,export*,Positive
support*,export*,Positive
unlimited,export*,Positive
accomodat*,fiscal,Positive
balance*,fiscal,Positive
benefit*,fiscal,Positive
better,fiscal,Positive
recover,fiscal,Positive
efficient,fiscal,Positive
encouraging,fiscal,Positive
enhance,fiscal,Positive
expand*,fiscal,Positive
firm*,fiscal,Positive
generous*,fiscal,Positive
great,fiscal,Positive
grow*,fiscal,Positive
healthy,fiscal,Positive
high*,fiscal,Positive
improv*,fiscal,Positive
increas*,fiscal,Positive
positive,fiscal,Positive
powerful,fiscal,Positive
promis*,fiscal,Positive
protect*,fiscal,Positive
rais*,fiscal,Positive
relief,fiscal,Positive
rescue,fiscal,Positive
responsib*,fiscal,Positive
risi*,fiscal,Positive
robust,fiscal,Positive
solid,fiscal,Positive
sound,fiscal,Positive
stable,fiscal,Positive
steadfast,fiscal,Positive
steady ,fiscal,Positive
stimul*,fiscal,Positive
strong*,fiscal,Positive
success*,fiscal,Positive
support*,fiscal,Positive
unlimited,fiscal,Positive
accomodat*,foreign demand,Positive
balance*,foreign demand,Positive
benefit*,foreign demand,Positive
better,foreign demand,Positive
recover,foreign demand,Positive
efficient,foreign demand,Positive
encouraging,foreign demand,Positive
enhance,foreign demand,Positive
expand*,foreign demand,Positive
firm*,foreign demand,Positive
generous*,foreign demand,Positive
great,foreign demand,Positive
grow*,foreign demand,Positive
healthy,foreign demand,Positive
high*,foreign demand,Positive
improv*,foreign demand,Positive
increas*,foreign demand,Positive
positive,foreign demand,Positive
powerful,foreign demand,Positive
promis*,foreign demand,Positive
protect*,foreign demand,Positive
rais*,foreign demand,Positive
relief,foreign demand,Positive
rescue,foreign demand,Positive
responsib*,foreign demand,Positive
risi*,foreign demand,Positive
robust,foreign demand,Positive
solid,foreign demand,Positive
sound,foreign demand,Positive
stable,foreign demand,Positive
steadfast,foreign demand,Positive
steady ,foreign demand,Positive
stimul*,foreign demand,Positive
strong*,foreign demand,Positive
success*,foreign demand,Positive
support*,foreign demand,Positive
unlimited,foreign demand,Positive
accomodat*,fundamental*,Positive
balance*,fundamental*,Positive
benefit*,fundamental*,Positive
better,fundamental*,Positive
recover,fundamental*,Positive
efficient,fundamental*,Positive
encouraging,fundamental*,Positive
enhance,fundamental*,Positive
expand*,fundamental*,Positive
firm*,fundamental*,Positive
generous*,fundamental*,Positive
great,fundamental*,Positive
grow*,fundamental*,Positive
healthy,fundamental*,Positive
high*,fundamental*,Positive
improv*,fundamental*,Positive
increas*,fundamental*,Positive
positive,fundamental*,Positive
powerful,fundamental*,Positive
promis*,fundamental*,Positive
protect*,fundamental*,Positive
rais*,fundamental*,Positive
relief,fundamental*,Positive
rescue,fundamental*,Positive
responsib*,fundamental*,Positive
risi*,fundamental*,Positive
robust,fundamental*,Positive
solid,fundamental*,Positive
sound,fundamental*,Positive
stable,fundamental*,Positive
steadfast,fundamental*,Positive
steady ,fundamental*,Positive
stimul*,fundamental*,Positive
strong*,fundamental*,Positive
success*,fundamental*,Positive
support*,fundamental*,Positive
unlimited,fundamental*,Positive
accomodat*,government balance sheet*,Positive
balance*,government balance sheet*,Positive
benefit*,government balance sheet*,Positive
better,government balance sheet*,Positive
recover,government balance sheet*,Positive
efficient,government balance sheet*,Positive
encouraging,government balance sheet*,Positive
enhance,government balance sheet*,Positive
expand*,government balance sheet*,Positive
firm*,government balance sheet*,Positive
generous*,government balance sheet*,Positive
great,government balance sheet*,Positive
grow*,government balance sheet*,Positive
healthy,government balance sheet*,Positive
high*,government balance sheet*,Positive
improv*,government balance sheet*,Positive
increas*,government balance sheet*,Positive
positive,government balance sheet*,Positive
powerful,government balance sheet*,Positive
promis*,government balance sheet*,Positive
protect*,government balance sheet*,Positive
rais*,government balance sheet*,Positive
relief,government balance sheet*,Positive
rescue,government balance sheet*,Positive
responsib*,government balance sheet*,Positive
risi*,government balance sheet*,Positive
robust,government balance sheet*,Positive
solid,government balance sheet*,Positive
sound,government balance sheet*,Positive
stable,government balance sheet*,Positive
steadfast,government balance sheet*,Positive
steady ,government balance sheet*,Positive
stimul*,government balance sheet*,Positive
strong*,government balance sheet*,Positive
success*,government balance sheet*,Positive
support*,government balance sheet*,Positive
unlimited,government balance sheet*,Positive
accomodat*,government bond*,Positive
balance*,government bond*,Positive
benefit*,government bond*,Positive
better,government bond*,Positive
recover,government bond*,Positive
efficient,government bond*,Positive
encouraging,government bond*,Positive
enhance,government bond*,Positive
expand*,government bond*,Positive
firm*,government bond*,Positive
generous*,government bond*,Positive
great,government bond*,Positive
grow*,government bond*,Positive
healthy,government bond*,Positive
high*,government bond*,Positive
improv*,government bond*,Positive
increas*,government bond*,Positive
positive,government bond*,Positive
powerful,government bond*,Positive
promis*,government bond*,Positive
protect*,government bond*,Positive
rais*,government bond*,Positive
relief,government bond*,Positive
rescue,government bond*,Positive
responsib*,government bond*,Positive
risi*,government bond*,Positive
robust,government bond*,Positive
solid,government bond*,Positive
sound,government bond*,Positive
stable,government bond*,Positive
steadfast,government bond*,Positive
steady ,government bond*,Positive
stimul*,government bond*,Positive
strong*,government bond*,Positive
success*,government bond*,Positive
support*,government bond*,Positive
unlimited,government bond*,Positive
accomodat*,government budget,Positive
balance*,government budget,Positive
benefit*,government budget,Positive
better,government budget,Positive
recover,government budget,Positive
efficient,government budget,Positive
encouraging,government budget,Positive
enhance,government budget,Positive
expand*,government budget,Positive
firm*,government budget,Positive
generous*,government budget,Positive
great,government budget,Positive
grow*,government budget,Positive
healthy,government budget,Positive
high*,government budget,Positive
improv*,government budget,Positive
increas*,government budget,Positive
positive,government budget,Positive
powerful,government budget,Positive
promis*,government budget,Positive
protect*,government budget,Positive
rais*,government budget,Positive
relief,government budget,Positive
rescue,government budget,Positive
responsib*,government budget,Positive
risi*,government budget,Positive
robust,government budget,Positive
solid,government budget,Positive
sound,government budget,Positive
stable,government budget,Positive
steadfast,government budget,Positive
steady ,government budget,Positive
stimul*,government budget,Positive
strong*,government budget,Positive
success*,government budget,Positive
support*,government budget,Positive
unlimited,government budget,Positive
accomodat*,import*,Positive
balance*,import*,Positive
benefit*,import*,Positive
better,import*,Positive
recover,import*,Positive
efficient,import*,Positive
encouraging,import*,Positive
enhance,import*,Positive
expand*,import*,Positive
firm*,import*,Positive
generous*,import*,Positive
great,import*,Positive
grow*,import*,Positive
healthy,import*,Positive
high*,import*,Positive
improv*,import*,Positive
increas*,import*,Positive
positive,import*,Positive
powerful,import*,Positive
promis*,import*,Positive
protect*,import*,Positive
rais*,import*,Positive
relief,import*,Positive
rescue,import*,Positive
responsib*,import*,Positive
risi*,import*,Positive
robust,import*,Positive
solid,import*,Positive
sound,import*,Positive
stable,import*,Positive
steadfast,import*,Positive
steady ,import*,Positive
stimul*,import*,Positive
strong*,import*,Positive
success*,import*,Positive
support*,import*,Positive
unlimited,import*,Positive
accomodat*,integration,Positive
balance*,integration,Positive
benefit*,integration,Positive
better,integration,Positive
recover,integration,Positive
efficient,integration,Positive
encouraging,integration,Positive
enhance,integration,Positive
expand*,integration,Positive
firm*,integration,Positive
generous*,integration,Positive
great,integration,Positive
grow*,integration,Positive
healthy,integration,Positive
high*,integration,Positive
improv*,integration,Positive
increas*,integration,Positive
positive,integration,Positive
powerful,integration,Positive
promis*,integration,Positive
protect*,integration,Positive
rais*,integration,Positive
relief,integration,Positive
rescue,integration,Positive
responsib*,integration,Positive
risi*,integration,Positive
robust,integration,Positive
solid,integration,Positive
sound,integration,Positive
stable,integration,Positive
steadfast,integration,Positive
steady ,integration,Positive
stimul*,integration,Positive
strong*,integration,Positive
success*,integration,Positive
support*,integration,Positive
unlimited,integration,Positive
accomodat*,labo(u)r,Positive
balance*,labo(u)r,Positive
benefit*,labo(u)r,Positive
better,labo(u)r,Positive
recover,labo(u)r,Positive
efficient,labo(u)r,Positive
encouraging,labo(u)r,Positive
enhance,labo(u)r,Positive
expand*,labo(u)r,Positive
firm*,labo(u)r,Positive
generous*,labo(u)r,Positive
great,labo(u)r,Positive
grow*,labo(u)r,Positive
healthy,labo(u)r,Positive
high*,labo(u)r,Positive
improv*,labo(u)r,Positive
increas*,labo(u)r,Positive
positive,labo(u)r,Positive
powerful,labo(u)r,Positive
promis*,labo(u)r,Positive
protect*,labo(u)r,Positive
rais*,labo(u)r,Positive
relief,labo(u)r,Positive
rescue,labo(u)r,Positive
responsib*,labo(u)r,Positive
risi*,labo(u)r,Positive
robust,labo(u)r,Positive
solid,labo(u)r,Positive
sound,labo(u)r,Positive
stable,labo(u)r,Positive
steadfast,labo(u)r,Positive
steady ,labo(u)r,Positive
stimul*,labo(u)r,Positive
strong*,labo(u)r,Positive
success*,labo(u)r,Positive
support*,labo(u)r,Positive
unlimited,labo(u)r,Positive
accomodat*,package,Positive
balance*,package,Positive
benefit*,package,Positive
better,package,Positive
recover,package,Positive
efficient,package,Positive
encouraging,package,Positive
enhance,package,Positive
expand*,package,Positive
firm*,package,Positive
generous*,package,Positive
great,package,Positive
grow*,package,Positive
healthy,package,Positive
high*,package,Positive
improv*,package,Positive
increas*,package,Positive
positive,package,Positive
powerful,package,Positive
promis*,package,Positive
protect*,package,Positive
rais*,package,Positive
relief,package,Positive
rescue,package,Positive
responsib*,package,Positive
risi*,package,Positive
robust,package,Positive
solid,package,Positive
sound,package,Positive
stable,package,Positive
steadfast,package,Positive
steady ,package,Positive
stimul*,package,Positive
strong*,package,Positive
success*,package,Positive
support*,package,Positive
unlimited,package,Positive
accomodat*,political unity ,Positive
balance*,political unity ,Positive
benefit*,political unity ,Positive
better,political unity ,Positive
recover,political unity ,Positive
efficient,political unity ,Positive
encouraging,political unity ,Positive
enhance,political unity ,Positive
expand*,political unity ,Positive
firm*,political unity ,Positive
generous*,political unity ,Positive
great,political unity ,Positive
grow*,political unity ,Positive
healthy,political unity ,Positive
high*,political unity ,Positive
improv*,political unity ,Positive
increas*,political unity ,Positive
positive,political unity ,Positive
powerful,political unity ,Positive
promis*,political unity ,Positive
protect*,political unity ,Positive
rais*,political unity ,Positive
relief,political unity ,Positive
rescue,political unity ,Positive
responsib*,political unity ,Positive
risi*,political unity ,Positive
robust,political unity ,Positive
solid,political unity ,Positive
sound,political unity ,Positive
stable,political unity ,Positive
steadfast,political unity ,Positive
steady ,political unity ,Positive
stimul*,political unity ,Positive
strong*,political unity ,Positive
success*,political unity ,Positive
support*,political unity ,Positive
unlimited,political unity ,Positive
accomodat*,program*,Positive
balance*,program*,Positive
benefit*,program*,Positive
better,program*,Positive
recover,program*,Positive
efficient,program*,Positive
encouraging,program*,Positive
enhance,program*,Positive
expand*,program*,Positive
firm*,program*,Positive
generous*,program*,Positive
great,program*,Positive
grow*,program*,Positive
healthy,program*,Positive
high*,program*,Positive
improv*,program*,Positive
increas*,program*,Positive
positive,program*,Positive
powerful,program*,Positive
promis*,program*,Positive
protect*,program*,Positive
rais*,program*,Positive
relief,program*,Positive
rescue,program*,Positive
responsib*,program*,Positive
risi*,program*,Positive
robust,program*,Positive
solid,program*,Positive
sound,program*,Positive
stable,program*,Positive
steadfast,program*,Positive
steady ,program*,Positive
stimul*,program*,Positive
strong*,program*,Positive
success*,program*,Positive
support*,program*,Positive
unlimited,program*,Positive
accomodat*,public sector ,Positive
balance*,public sector ,Positive
benefit*,public sector ,Positive
better,public sector ,Positive
recover,public sector ,Positive
efficient,public sector ,Positive
encouraging,public sector ,Positive
enhance,public sector ,Positive
expand*,public sector ,Positive
firm*,public sector ,Positive
generous*,public sector ,Positive
great,public sector ,Positive
grow*,public sector ,Positive
healthy,public sector ,Positive
high*,public sector ,Positive
improv*,public sector ,Positive
increas*,public sector ,Positive
positive,public sector ,Positive
powerful,public sector ,Positive
promis*,public sector ,Positive
protect*,public sector ,Positive
rais*,public sector ,Positive
relief,public sector ,Positive
rescue,public sector ,Positive
responsib*,public sector ,Positive
risi*,public sector ,Positive
robust,public sector ,Positive
solid,public sector ,Positive
sound,public sector ,Positive
stable,public sector ,Positive
steadfast,public sector ,Positive
steady ,public sector ,Positive
stimul*,public sector ,Positive
strong*,public sector ,Positive
success*,public sector ,Positive
support*,public sector ,Positive
unlimited,public sector ,Positive
accomodat*,public service*,Positive
balance*,public service*,Positive
benefit*,public service*,Positive
better,public service*,Positive
recover,public service*,Positive
efficient,public service*,Positive
encouraging,public service*,Positive
enhance,public service*,Positive
expand*,public service*,Positive
firm*,public service*,Positive
generous*,public service*,Positive
great,public service*,Positive
grow*,public service*,Positive
healthy,public service*,Positive
high*,public service*,Positive
improv*,public service*,Positive
increas*,public service*,Positive
positive,public service*,Positive
powerful,public service*,Positive
promis*,public service*,Positive
protect*,public service*,Positive
rais*,public service*,Positive
relief,public service*,Positive
rescue,public service*,Positive
responsib*,public service*,Positive
risi*,public service*,Positive
robust,public service*,Positive
solid,public service*,Positive
sound,public service*,Positive
stable,public service*,Positive
steadfast,public service*,Positive
steady ,public service*,Positive
stimul*,public service*,Positive
strong*,public service*,Positive
success*,public service*,Positive
support*,public service*,Positive
unlimited,public service*,Positive
accomodat*,redistribut*,Positive
balance*,redistribut*,Positive
benefit*,redistribut*,Positive
better,redistribut*,Positive
recover,redistribut*,Positive
efficient,redistribut*,Positive
encouraging,redistribut*,Positive
enhance,redistribut*,Positive
expand*,redistribut*,Positive
firm*,redistribut*,Positive
generous*,redistribut*,Positive
great,redistribut*,Positive
grow*,redistribut*,Positive
healthy,redistribut*,Positive
high*,redistribut*,Positive
improv*,redistribut*,Positive
increas*,redistribut*,Positive
positive,redistribut*,Positive
powerful,redistribut*,Positive
promis*,redistribut*,Positive
protect*,redistribut*,Positive
rais*,redistribut*,Positive
relief,redistribut*,Positive
rescue,redistribut*,Positive
responsib*,redistribut*,Positive
risi*,redistribut*,Positive
robust,redistribut*,Positive
solid,redistribut*,Positive
sound,redistribut*,Positive
stable,redistribut*,Positive
steadfast,redistribut*,Positive
steady ,redistribut*,Positive
stimul*,redistribut*,Positive
strong*,redistribut*,Positive
success*,redistribut*,Positive
support*,redistribut*,Positive
unlimited,redistribut*,Positive
accomodat*,reform*,Positive
balance*,reform*,Positive
benefit*,reform*,Positive
better,reform*,Positive
recover,reform*,Positive
efficient,reform*,Positive
encouraging,reform*,Positive
enhance,reform*,Positive
expand*,reform*,Positive
firm*,reform*,Positive
generous*,reform*,Positive
great,reform*,Positive
grow*,reform*,Positive
healthy,reform*,Positive
high*,reform*,Positive
improv*,reform*,Positive
increas*,reform*,Positive
positive,reform*,Positive
powerful,reform*,Positive
promis*,reform*,Positive
protect*,reform*,Positive
rais*,reform*,Positive
relief,reform*,Positive
rescue,reform*,Positive
responsib*,reform*,Positive
risi*,reform*,Positive
robust,reform*,Positive
solid,reform*,Positive
sound,reform*,Positive
stable,reform*,Positive
steadfast,reform*,Positive
steady ,reform*,Positive
stimul*,reform*,Positive
strong*,reform*,Positive
success*,reform*,Positive
support*,reform*,Positive
unlimited,reform*,Positive
accomodat*,small and medium,Positive
balance*,small and medium,Positive
benefit*,small and medium,Positive
better,small and medium,Positive
recover,small and medium,Positive
efficient,small and medium,Positive
encouraging,small and medium,Positive
enhance,small and medium,Positive
expand*,small and medium,Positive
firm*,small and medium,Positive
generous*,small and medium,Positive
great,small and medium,Positive
grow*,small and medium,Positive
healthy,small and medium,Positive
high*,small and medium,Positive
improv*,small and medium,Positive
increas*,small and medium,Positive
positive,small and medium,Positive
powerful,small and medium,Positive
promis*,small and medium,Positive
protect*,small and medium,Positive
rais*,small and medium,Positive
relief,small and medium,Positive
rescue,small and medium,Positive
responsib*,small and medium,Positive
risi*,small and medium,Positive
robust,small and medium,Positive
solid,small and medium,Positive
sound,small and medium,Positive
stable,small and medium,Positive
steadfast,small and medium,Positive
steady ,small and medium,Positive
stimul*,small and medium,Positive
strong*,small and medium,Positive
success*,small and medium,Positive
support*,small and medium,Positive
unlimited,small and medium,Positive
accomodat*,SME*,Positive
balance*,SME*,Positive
benefit*,SME*,Positive
better,SME*,Positive
recover,SME*,Positive
efficient,SME*,Positive
encouraging,SME*,Positive
enhance,SME*,Positive
expand*,SME*,Positive
firm*,SME*,Positive
generous*,SME*,Positive
great,SME*,Positive
grow*,SME*,Positive
healthy,SME*,Positive
high*,SME*,Positive
improv*,SME*,Positive
increas*,SME*,Positive
positive,SME*,Positive
powerful,SME*,Positive
promis*,SME*,Positive
protect*,SME*,Positive
rais*,SME*,Positive
relief,SME*,Positive
rescue,SME*,Positive
responsib*,SME*,Positive
risi*,SME*,Positive
robust,SME*,Positive
solid,SME*,Positive
sound,SME*,Positive
stable,SME*,Positive
steadfast,SME*,Positive
steady ,SME*,Positive
stimul*,SME*,Positive
strong*,SME*,Positive
success*,SME*,Positive
support*,SME*,Positive
unlimited,SME*,Positive
accomodat*,sovereign bond*,Positive
balance*,sovereign bond*,Positive
benefit*,sovereign bond*,Positive
better,sovereign bond*,Positive
recover,sovereign bond*,Positive
efficient,sovereign bond*,Positive
encouraging,sovereign bond*,Positive
enhance,sovereign bond*,Positive
expand*,sovereign bond*,Positive
firm*,sovereign bond*,Positive
generous*,sovereign bond*,Positive
great,sovereign bond*,Positive
grow*,sovereign bond*,Positive
healthy,sovereign bond*,Positive
high*,sovereign bond*,Positive
improv*,sovereign bond*,Positive
increas*,sovereign bond*,Positive
positive,sovereign bond*,Positive
powerful,sovereign bond*,Positive
promis*,sovereign bond*,Positive
protect*,sovereign bond*,Positive
rais*,sovereign bond*,Positive
relief,sovereign bond*,Positive
rescue,sovereign bond*,Positive
responsib*,sovereign bond*,Positive
risi*,sovereign bond*,Positive
robust,sovereign bond*,Positive
solid,sovereign bond*,Positive
sound,sovereign bond*,Positive
stable,sovereign bond*,Positive
steadfast,sovereign bond*,Positive
steady ,sovereign bond*,Positive
stimul*,sovereign bond*,Positive
strong*,sovereign bond*,Positive
success*,sovereign bond*,Positive
support*,sovereign bond*,Positive
unlimited,sovereign bond*,Positive
accomodat*,spending,Positive
balance*,spending,Positive
benefit*,spending,Positive
better,spending,Positive
recover,spending,Positive
efficient,spending,Positive
encouraging,spending,Positive
enhance,spending,Positive
expand*,spending,Positive
firm*,spending,Positive
generous*,spending,Positive
great,spending,Positive
grow*,spending,Positive
healthy,spending,Positive
high*,spending,Positive
improv*,spending,Positive
increas*,spending,Positive
positive,spending,Positive
powerful,spending,Positive
promis*,spending,Positive
protect*,spending,Positive
rais*,spending,Positive
relief,spending,Positive
rescue,spending,Positive
responsib*,spending,Positive
risi*,spending,Positive
robust,spending,Positive
solid,spending,Positive
sound,spending,Positive
stable,spending,Positive
steadfast,spending,Positive
steady ,spending,Positive
stimul*,spending,Positive
strong*,spending,Positive
success*,spending,Positive
support*,spending,Positive
unlimited,spending,Positive
accomodat*,state budget ,Positive
balance*,state budget ,Positive
benefit*,state budget ,Positive
better,state budget ,Positive
recover,state budget ,Positive
efficient,state budget ,Positive
encouraging,state budget ,Positive
enhance,state budget ,Positive
expand*,state budget ,Positive
firm*,state budget ,Positive
generous*,state budget ,Positive
great,state budget ,Positive
grow*,state budget ,Positive
healthy,state budget ,Positive
high*,state budget ,Positive
improv*,state budget ,Positive
increas*,state budget ,Positive
positive,state budget ,Positive
powerful,state budget ,Positive
promis*,state budget ,Positive
protect*,state budget ,Positive
rais*,state budget ,Positive
relief,state budget ,Positive
rescue,state budget ,Positive
responsib*,state budget ,Positive
risi*,state budget ,Positive
robust,state budget ,Positive
solid,state budget ,Positive
sound,state budget ,Positive
stable,state budget ,Positive
steadfast,state budget ,Positive
steady ,state budget ,Positive
stimul*,state budget ,Positive
strong*,state budget ,Positive
success*,state budget ,Positive
support*,state budget ,Positive
unlimited,state budget ,Positive
accomodat*,state securit*,Positive
balance*,state securit*,Positive
benefit*,state securit*,Positive
better,state securit*,Positive
recover,state securit*,Positive
efficient,state securit*,Positive
encouraging,state securit*,Positive
enhance,state securit*,Positive
expand*,state securit*,Positive
firm*,state securit*,Positive
generous*,state securit*,Positive
great,state securit*,Positive
grow*,state securit*,Positive
healthy,state securit*,Positive
high*,state securit*,Positive
improv*,state securit*,Positive
increas*,state securit*,Positive
positive,state securit*,Positive
powerful,state securit*,Positive
promis*,state securit*,Positive
protect*,state securit*,Positive
rais*,state securit*,Positive
relief,state securit*,Positive
rescue,state securit*,Positive
responsib*,state securit*,Positive
risi*,state securit*,Positive
robust,state securit*,Positive
solid,state securit*,Positive
sound,state securit*,Positive
stable,state securit*,Positive
steadfast,state securit*,Positive
steady ,state securit*,Positive
stimul*,state securit*,Positive
strong*,state securit*,Positive
success*,state securit*,Positive
support*,state securit*,Positive
unlimited,state securit*,Positive
accomodat*,transmission ,Positive
balance*,transmission ,Positive
benefit*,transmission ,Positive
better,transmission ,Positive
recover,transmission ,Positive
efficient,transmission ,Positive
encouraging,transmission ,Positive
enhance,transmission ,Positive
expand*,transmission ,Positive
firm*,transmission ,Positive
generous*,transmission ,Positive
great,transmission ,Positive
grow*,transmission ,Positive
healthy,transmission ,Positive
high*,transmission ,Positive
improv*,transmission ,Positive
increas*,transmission ,Positive
positive,transmission ,Positive
powerful,transmission ,Positive
promis*,transmission ,Positive
protect*,transmission ,Positive
rais*,transmission ,Positive
relief,transmission ,Positive
rescue,transmission ,Positive
responsib*,transmission ,Positive
risi*,transmission ,Positive
robust,transmission ,Positive
solid,transmission ,Positive
sound,transmission ,Positive
stable,transmission ,Positive
steadfast,transmission ,Positive
steady ,transmission ,Positive
stimul*,transmission ,Positive
strong*,transmission ,Positive
success*,transmission ,Positive
support*,transmission ,Positive
